complex_id,instance_a,instance_b,n_pairs_a,n_pairs_b,direct,swapped,delta
PDB-CPX-146587,1bq6 a1 i1,1cgz a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1bq6 a1 i1,1chw a1 i1,46,47,0.9375,0.9375,0.0
PDB-CPX-146587,1bq6 a1 i1,1cml a1 i1,46,52,0.8846,0.8846,0.0
PDB-CPX-146587,1bq6 a1 i1,1d6f a1 i1,46,50,0.92,0.92,0.0
PDB-CPX-146587,1bq6 a1 i1,1d6h a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1bq6 a1 i1,1d6i a2 i1,46,50,0.92,0.92,0.0
PDB-CPX-146587,1bq6 a1 i1,1i86 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1bq6 a1 i1,1i88 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1bq6 a1 i1,1i89 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1bq6 a1 i1,1i8b a1 i1,46,49,0.9388,0.9388,0.0
PDB-CPX-146587,1bq6 a1 i1,1jwx a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1bq6 a1 i1,1u0v a1 i1,46,47,0.6034,0.6034,0.0
PDB-CPX-146587,1bq6 a1 i1,1u0w a1 i1,46,57,0.6094,0.6094,0.0
PDB-CPX-146587,1bq6 a1 i1,1u0w a2 i1,46,54,0.5873,0.5873,0.0
PDB-CPX-146587,1cgk a1 i1,1cgz a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1cgk a1 i1,1chw a1 i1,50,47,0.8654,0.8654,0.0
PDB-CPX-146587,1cgk a1 i1,1cml a1 i1,50,52,0.9615,0.9615,0.0
PDB-CPX-146587,1cgk a1 i1,1d6f a1 i1,50,50,0.8519,0.8519,0.0
PDB-CPX-146587,1cgk a1 i1,1d6h a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1cgk a1 i1,1d6i a2 i1,50,50,0.8868,0.8868,0.0
PDB-CPX-146587,1cgk a1 i1,1i86 a1 i1,50,48,0.8846,0.8846,0.0
PDB-CPX-146587,1cgk a1 i1,1i88 a1 i1,50,48,0.8846,0.8846,0.0
PDB-CPX-146587,1cgk a1 i1,1i89 a1 i1,50,48,0.8846,0.8846,0.0
PDB-CPX-146587,1cgk a1 i1,1i8b a1 i1,50,49,0.8679,0.8679,0.0
PDB-CPX-146587,1cgk a1 i1,1jwx a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1cgk a1 i1,1u0v a1 i1,50,47,0.5645,0.5645,0.0
PDB-CPX-146587,1cgk a1 i1,1u0w a1 i1,50,57,0.597,0.597,0.0
PDB-CPX-146587,1cgk a1 i1,1u0w a2 i1,50,54,0.5522,0.5522,0.0
PDB-CPX-146587,1cgz a1 i1,1chw a1 i1,46,47,0.9375,0.9375,0.0
PDB-CPX-146587,1cgz a1 i1,1cml a1 i1,46,52,0.8846,0.8846,0.0
PDB-CPX-146587,1cgz a1 i1,1d6f a1 i1,46,50,0.92,0.92,0.0
PDB-CPX-146587,1cgz a1 i1,1d6h a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1cgz a1 i1,1d6i a2 i1,46,50,0.92,0.92,0.0
PDB-CPX-146587,1cgz a1 i1,1i86 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1cgz a1 i1,1i88 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1cgz a1 i1,1i89 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1cgz a1 i1,1i8b a1 i1,46,49,0.9388,0.9388,0.0
PDB-CPX-146587,1cgz a1 i1,1jwx a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1cgz a1 i1,1u0v a1 i1,46,47,0.6034,0.6034,0.0
PDB-CPX-146587,1cgz a1 i1,1u0w a1 i1,46,57,0.6094,0.6094,0.0
PDB-CPX-146587,1cgz a1 i1,1u0w a2 i1,46,54,0.5873,0.5873,0.0
PDB-CPX-146587,1chw a1 i1,1cml a1 i1,47,52,0.8333,0.8333,0.0
PDB-CPX-146587,1chw a1 i1,1d6f a1 i1,47,50,0.94,0.94,0.0
PDB-CPX-146587,1chw a1 i1,1d6h a1 i1,47,46,0.9375,0.9375,0.0
PDB-CPX-146587,1chw a1 i1,1d6i a2 i1,47,50,0.94,0.94,0.0
PDB-CPX-146587,1chw a1 i1,1i86 a1 i1,47,48,0.9,0.9,0.0
PDB-CPX-146587,1chw a1 i1,1i88 a1 i1,47,48,0.9,0.9,0.0
PDB-CPX-146587,1chw a1 i1,1i89 a1 i1,47,48,0.9388,0.9388,0.0
PDB-CPX-146587,1chw a1 i1,1i8b a1 i1,47,49,0.8824,0.8824,0.0
PDB-CPX-146587,1chw a1 i1,1jwx a1 i1,47,46,0.9375,0.9375,0.0
PDB-CPX-146587,1chw a1 i1,1u0v a1 i1,47,47,0.5667,0.5667,0.0
PDB-CPX-146587,1chw a1 i1,1u0w a1 i1,47,57,0.6,0.6,0.0
PDB-CPX-146587,1chw a1 i1,1u0w a2 i1,47,54,0.5781,0.5781,0.0
PDB-CPX-146587,1cml a1 i1,1d6f a1 i1,52,50,0.8889,0.8889,0.0
PDB-CPX-146587,1cml a1 i1,1d6h a1 i1,52,46,0.8846,0.8846,0.0
PDB-CPX-146587,1cml a1 i1,1d6i a2 i1,52,50,0.8545,0.8545,0.0
PDB-CPX-146587,1cml a1 i1,1i86 a1 i1,52,48,0.9231,0.9231,0.0
PDB-CPX-146587,1cml a1 i1,1i88 a1 i1,52,48,0.9231,0.9231,0.0
PDB-CPX-146587,1cml a1 i1,1i89 a1 i1,52,48,0.8519,0.8519,0.0
PDB-CPX-146587,1cml a1 i1,1i8b a1 i1,52,49,0.8364,0.8364,0.0
PDB-CPX-146587,1cml a1 i1,1jwx a1 i1,52,46,0.8846,0.8846,0.0
PDB-CPX-146587,1cml a1 i1,1u0v a1 i1,52,47,0.5469,0.5469,0.0
PDB-CPX-146587,1cml a1 i1,1u0w a1 i1,52,57,0.5797,0.5797,0.0
PDB-CPX-146587,1cml a1 i1,1u0w a2 i1,52,54,0.5362,0.5362,0.0
PDB-CPX-146587,1d6f a1 i1,1d6h a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1d6f a1 i1,1d6i a2 i1,50,50,0.9231,0.9231,0.0
PDB-CPX-146587,1d6f a1 i1,1i86 a1 i1,50,48,0.96,0.96,0.0
PDB-CPX-146587,1d6f a1 i1,1i88 a1 i1,50,48,0.96,0.96,0.0
PDB-CPX-146587,1d6f a1 i1,1i89 a1 i1,50,48,0.9216,0.9216,0.0
PDB-CPX-146587,1d6f a1 i1,1i8b a1 i1,50,49,0.8679,0.8679,0.0
PDB-CPX-146587,1d6f a1 i1,1jwx a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1d6f a1 i1,1u0v a1 i1,50,47,0.5645,0.5645,0.0
PDB-CPX-146587,1d6f a1 i1,1u0w a1 i1,50,57,0.597,0.597,0.0
PDB-CPX-146587,1d6f a1 i1,1u0w a2 i1,50,54,0.5522,0.5522,0.0
PDB-CPX-146587,1d6h a1 i1,1d6i a2 i1,46,50,0.92,0.92,0.0
PDB-CPX-146587,1d6h a1 i1,1i86 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1d6h a1 i1,1i88 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1d6h a1 i1,1i89 a1 i1,46,48,0.9583,0.9583,0.0
PDB-CPX-146587,1d6h a1 i1,1i8b a1 i1,46,49,0.9388,0.9388,0.0
PDB-CPX-146587,1d6h a1 i1,1jwx a1 i1,46,46,1.0,1.0,0.0
PDB-CPX-146587,1d6h a1 i1,1u0v a1 i1,46,47,0.6034,0.6034,0.0
PDB-CPX-146587,1d6h a1 i1,1u0w a1 i1,46,57,0.6094,0.6094,0.0
PDB-CPX-146587,1d6h a1 i1,1u0w a2 i1,46,54,0.5873,0.5873,0.0
PDB-CPX-146587,1d6i a2 i1,1i86 a1 i1,50,48,0.8846,0.8846,0.0
PDB-CPX-146587,1d6i a2 i1,1i88 a1 i1,50,48,0.8846,0.8846,0.0
PDB-CPX-146587,1d6i a2 i1,1i89 a1 i1,50,48,0.9216,0.9216,0.0
PDB-CPX-146587,1d6i a2 i1,1i8b a1 i1,50,49,0.9038,0.8679,-0.0359
PDB-CPX-146587,1d6i a2 i1,1jwx a1 i1,50,46,0.92,0.92,0.0
PDB-CPX-146587,1d6i a2 i1,1u0v a1 i1,50,47,0.5645,0.5645,0.0
PDB-CPX-146587,1d6i a2 i1,1u0w a1 i1,50,57,0.597,0.6212,0.0242
PDB-CPX-146587,1d6i a2 i1,1u0w a2 i1,50,54,0.5522,0.5522,0.0
PDB-CPX-146587,1i86 a1 i1,1i88 a1 i1,48,48,1.0,1.0,0.0
PDB-CPX-146587,1i86 a1 i1,1i89 a1 i1,48,48,0.92,0.92,0.0
PDB-CPX-146587,1i86 a1 i1,1i8b a1 i1,48,49,0.902,0.902,0.0
PDB-CPX-146587,1i86 a1 i1,1jwx a1 i1,48,46,0.9583,0.9583,0.0
PDB-CPX-146587,1i86 a1 i1,1u0v a1 i1,48,47,0.5833,0.5833,0.0
PDB-CPX-146587,1i86 a1 i1,1u0w a1 i1,48,57,0.5909,0.5909,0.0
PDB-CPX-146587,1i86 a1 i1,1u0w a2 i1,48,54,0.5692,0.5692,0.0
PDB-CPX-146587,1i88 a1 i1,1i89 a1 i1,48,48,0.92,0.92,0.0
PDB-CPX-146587,1i88 a1 i1,1i8b a1 i1,48,49,0.902,0.902,0.0
PDB-CPX-146587,1i88 a1 i1,1jwx a1 i1,48,46,0.9583,0.9583,0.0
PDB-CPX-146587,1i88 a1 i1,1u0v a1 i1,48,47,0.5833,0.5833,0.0
PDB-CPX-146587,1i88 a1 i1,1u0w a1 i1,48,57,0.5909,0.5909,0.0
PDB-CPX-146587,1i88 a1 i1,1u0w a2 i1,48,54,0.5692,0.5692,0.0
PDB-CPX-146587,1i89 a1 i1,1i8b a1 i1,48,49,0.94,0.94,0.0
PDB-CPX-146587,1i89 a1 i1,1jwx a1 i1,48,46,0.9583,0.9583,0.0
PDB-CPX-146587,1i89 a1 i1,1u0v a1 i1,48,47,0.5833,0.5833,0.0
PDB-CPX-146587,1i89 a1 i1,1u0w a1 i1,48,57,0.6154,0.5909,-0.0245
PDB-CPX-146587,1i89 a1 i1,1u0w a2 i1,48,54,0.5692,0.5692,0.0
PDB-CPX-146587,1i8b a1 i1,1jwx a1 i1,49,46,0.9388,0.9388,0.0
PDB-CPX-146587,1i8b a1 i1,1u0v a1 i1,49,47,0.5738,0.5738,0.0
PDB-CPX-146587,1i8b a1 i1,1u0w a1 i1,49,57,0.5821,0.5821,0.0
PDB-CPX-146587,1i8b a1 i1,1u0w a2 i1,49,54,0.5606,0.5606,0.0
PDB-CPX-146587,1jwx a1 i1,1u0v a1 i1,46,47,0.6034,0.6034,0.0
PDB-CPX-146587,1jwx a1 i1,1u0w a1 i1,46,57,0.6094,0.6094,0.0
PDB-CPX-146587,1jwx a1 i1,1u0w a2 i1,46,54,0.5873,0.5873,0.0
PDB-CPX-146587,1u0v a1 i1,1u0w a1 i1,47,57,0.7931,0.8246,0.0315
PDB-CPX-146587,1u0v a1 i1,1u0w a2 i1,47,54,0.7719,0.8036,0.0316
PDB-CPX-146587,1u0w a1 i1,1u0w a2 i1,57,54,0.9138,0.85,-0.0638
PDB-CPX-187754,2uxh a1 i1,2uxi a1 i1,29,24,0.7667,0.6061,-0.1606
PDB-CPX-187754,2uxh a1 i1,2uxo a1 i1,29,24,0.7667,0.6562,-0.1104
PDB-CPX-187754,2uxh a1 i1,2uxp a1 i1,29,26,0.7742,0.7188,-0.0554
PDB-CPX-187754,2uxh a1 i1,2uxu a1 i1,29,24,0.7667,0.5588,-0.2078
PDB-CPX-187754,2uxh a1 i1,2xdn a1 i1,29,31,0.7647,0.5789,-0.1858
PDB-CPX-187754,2uxh a1 i1,2xdn a2 i1,29,26,0.8966,0.7188,-0.1778
PDB-CPX-187754,2uxh a1 i1,7k1a a1 i1,29,16,0.4516,0.5517,0.1001
PDB-CPX-187754,2uxh a1 i1,7k1c a1 i1,29,19,0.5,0.6,0.1
PDB-CPX-187754,2uxh a1 i1,7kd8 a1 i1,29,25,0.6875,0.8,0.1125
PDB-CPX-187754,2uxh a1 i1,7kd8 a2 i1,29,27,0.75,0.8065,0.0565
PDB-CPX-187754,2uxh a1 i1,8v90 a1 i1,29,15,0.4667,0.5172,0.0506
PDB-CPX-187754,2uxh a1 i1,8v90 a2 i1,29,16,0.4516,0.5,0.0484
PDB-CPX-187754,2uxi a1 i1,2uxo a1 i1,24,24,0.7778,0.6,-0.1778
PDB-CPX-187754,2uxi a1 i1,2uxp a1 i1,24,26,0.7857,0.6129,-0.1728
PDB-CPX-187754,2uxi a1 i1,2uxu a1 i1,24,24,0.7778,0.5484,-0.2294
PDB-CPX-187754,2uxi a1 i1,2xdn a1 i1,24,31,0.7188,0.5278,-0.191
PDB-CPX-187754,2uxi a1 i1,2xdn a2 i1,24,26,0.8519,0.6129,-0.2389
PDB-CPX-187754,2uxi a1 i1,7k1a a1 i1,24,16,0.4815,0.6,0.1185
PDB-CPX-187754,2uxi a1 i1,7k1c a1 i1,24,19,0.5357,0.5926,0.0569
PDB-CPX-187754,2uxi a1 i1,7kd8 a1 i1,24,25,0.6333,0.75,0.1167
PDB-CPX-187754,2uxi a1 i1,7kd8 a2 i1,24,27,0.6452,0.7586,0.1135
PDB-CPX-187754,2uxi a1 i1,8v90 a1 i1,24,15,0.5,0.56,0.06
PDB-CPX-187754,2uxi a1 i1,8v90 a2 i1,24,16,0.4815,0.5385,0.057
PDB-CPX-187754,2uxo a1 i1,2uxp a1 i1,24,26,0.8519,0.6667,-0.1852
PDB-CPX-187754,2uxo a1 i1,2uxu a1 i1,24,24,0.7778,0.5484,-0.2294
PDB-CPX-187754,2uxo a1 i1,2xdn a1 i1,24,31,0.7188,0.5278,-0.191
PDB-CPX-187754,2uxo a1 i1,2xdn a2 i1,24,26,0.8519,0.6667,-0.1852
PDB-CPX-187754,2uxo a1 i1,7k1a a1 i1,24,16,0.4286,0.4815,0.0529
PDB-CPX-187754,2uxo a1 i1,7k1c a1 i1,24,19,0.4333,0.4828,0.0494
PDB-CPX-187754,2uxo a1 i1,7kd8 a1 i1,24,25,0.75,0.8148,0.0648
PDB-CPX-187754,2uxo a1 i1,7kd8 a2 i1,24,27,0.7,0.8214,0.1214
PDB-CPX-187754,2uxo a1 i1,8v90 a1 i1,24,15,0.4444,0.5,0.0556
PDB-CPX-187754,2uxo a1 i1,8v90 a2 i1,24,16,0.4286,0.4815,0.0529
PDB-CPX-187754,2uxp a1 i1,2uxu a1 i1,26,24,0.7241,0.6129,-0.1112
PDB-CPX-187754,2uxp a1 i1,2xdn a1 i1,26,31,0.6765,0.5833,-0.0931
PDB-CPX-187754,2uxp a1 i1,2xdn a2 i1,26,26,0.8571,0.6774,-0.1797
PDB-CPX-187754,2uxp a1 i1,7k1a a1 i1,26,16,0.4483,0.5,0.0517
PDB-CPX-187754,2uxp a1 i1,7k1c a1 i1,26,19,0.5,0.5,0.0
PDB-CPX-187754,2uxp a1 i1,7kd8 a1 i1,26,25,0.7,0.8214,0.1214
PDB-CPX-187754,2uxp a1 i1,7kd8 a2 i1,26,27,0.7097,0.8929,0.1832
PDB-CPX-187754,2uxp a1 i1,8v90 a1 i1,26,15,0.4643,0.5185,0.0542
PDB-CPX-187754,2uxp a1 i1,8v90 a2 i1,26,16,0.4483,0.5,0.0517
PDB-CPX-187754,2uxu a1 i1,2xdn a1 i1,24,31,0.7742,0.4474,-0.3268
PDB-CPX-187754,2uxu a1 i1,2xdn a2 i1,24,26,0.7857,0.5625,-0.2232
PDB-CPX-187754,2uxu a1 i1,7k1a a1 i1,24,16,0.4815,0.6,0.1185
PDB-CPX-187754,2uxu a1 i1,7k1c a1 i1,24,19,0.5357,0.6538,0.1181
PDB-CPX-187754,2uxu a1 i1,7kd8 a1 i1,24,25,0.5806,0.6897,0.109
PDB-CPX-187754,2uxu a1 i1,7kd8 a2 i1,24,27,0.6452,0.7,0.0548
PDB-CPX-187754,2uxu a1 i1,8v90 a1 i1,24,15,0.5,0.56,0.06
PDB-CPX-187754,2uxu a1 i1,8v90 a2 i1,24,16,0.4815,0.5385,0.057
PDB-CPX-187754,2xdn a1 i1,2xdn a2 i1,31,26,0.7273,0.5833,-0.1439
PDB-CPX-187754,2xdn a1 i1,7k1a a1 i1,31,16,0.3824,0.4688,0.0864
PDB-CPX-187754,2xdn a1 i1,7k1c a1 i1,31,19,0.4286,0.5152,0.0866
PDB-CPX-187754,2xdn a1 i1,7kd8 a1 i1,31,25,0.5556,0.6471,0.0915
PDB-CPX-187754,2xdn a1 i1,7kd8 a2 i1,31,27,0.6111,0.6571,0.046
PDB-CPX-187754,2xdn a1 i1,8v90 a1 i1,31,15,0.3939,0.4375,0.0436
PDB-CPX-187754,2xdn a1 i1,8v90 a2 i1,31,16,0.3824,0.4688,0.0864
PDB-CPX-187754,2xdn a2 i1,7k1a a1 i1,26,16,0.4483,0.5556,0.1073
PDB-CPX-187754,2xdn a2 i1,7k1c a1 i1,26,19,0.5,0.5517,0.0517
PDB-CPX-187754,2xdn a2 i1,7kd8 a1 i1,26,25,0.7,0.8214,0.1214
PDB-CPX-187754,2xdn a2 i1,7kd8 a2 i1,26,27,0.7097,0.8276,0.1179
PDB-CPX-187754,2xdn a2 i1,8v90 a1 i1,26,15,0.4643,0.5185,0.0542
PDB-CPX-187754,2xdn a2 i1,8v90 a2 i1,26,16,0.4483,0.5,0.0517
PDB-CPX-187754,7k1a a1 i1,7k1c a1 i1,16,19,0.8421,0.75,-0.0921
PDB-CPX-187754,7k1a a1 i1,7kd8 a1 i1,16,25,0.5185,0.4643,-0.0542
PDB-CPX-187754,7k1a a1 i1,7kd8 a2 i1,16,27,0.5357,0.4828,-0.053
PDB-CPX-187754,7k1a a1 i1,8v90 a1 i1,16,15,0.9375,0.8235,-0.114
PDB-CPX-187754,7k1a a1 i1,8v90 a2 i1,16,16,0.8824,0.7778,-0.1046
PDB-CPX-187754,7k1c a1 i1,7kd8 a1 i1,19,25,0.5172,0.4667,-0.0506
PDB-CPX-187754,7k1c a1 i1,7kd8 a2 i1,19,27,0.5333,0.5333,0.0
PDB-CPX-187754,7k1c a1 i1,8v90 a1 i1,19,15,0.7895,0.7,-0.0895
PDB-CPX-187754,7k1c a1 i1,8v90 a2 i1,19,16,0.75,0.6667,-0.0833
PDB-CPX-187754,7kd8 a1 i1,7kd8 a2 i1,25,27,0.8571,0.7333,-0.1238
PDB-CPX-187754,7kd8 a1 i1,8v90 a1 i1,25,15,0.5385,0.4815,-0.057
PDB-CPX-187754,7kd8 a1 i1,8v90 a2 i1,25,16,0.5185,0.4643,-0.0542
PDB-CPX-187754,7kd8 a2 i1,8v90 a1 i1,27,15,0.5556,0.5,-0.0556
PDB-CPX-187754,7kd8 a2 i1,8v90 a2 i1,27,16,0.5357,0.4828,-0.053
PDB-CPX-187754,8v90 a1 i1,8v90 a2 i1,15,16,0.9375,0.8235,-0.114
PDB-CPX-129185,1evu a1 i1,1ex0 a1 i1,31,27,0.5676,0.5676,0.0
PDB-CPX-129185,1evu a1 i1,1f13 a1 i1,31,27,0.5676,0.6571,0.0896
PDB-CPX-129185,1evu a1 i1,1fie a1 i1,31,23,0.5,0.5429,0.0429
PDB-CPX-129185,1evu a1 i1,1ggt a1 i1,31,3,0.0,0.0,0.0
PDB-CPX-129185,1evu a1 i1,1ggu a1 i1,31,24,0.6176,0.6176,0.0
PDB-CPX-129185,1evu a1 i1,1ggy a1 i1,31,26,0.5405,0.5405,0.0
PDB-CPX-129185,1evu a1 i1,1qrk a1 i1,31,23,0.4595,0.5882,0.1288
PDB-CPX-129185,1ex0 a1 i1,1f13 a1 i1,27,27,0.6364,0.6364,0.0
PDB-CPX-129185,1ex0 a1 i1,1fie a1 i1,27,23,0.6129,0.5625,-0.0504
PDB-CPX-129185,1ex0 a1 i1,1ggt a1 i1,27,3,0.0,0.0,0.0
PDB-CPX-129185,1ex0 a1 i1,1ggu a1 i1,27,24,0.7586,0.7586,0.0
PDB-CPX-129185,1ex0 a1 i1,1ggy a1 i1,27,26,0.5143,0.4722,-0.0421
PDB-CPX-129185,1ex0 a1 i1,1qrk a1 i1,27,23,0.5152,0.5625,0.0473
PDB-CPX-129185,1f13 a1 i1,1fie a1 i1,27,23,0.7241,0.7241,0.0
PDB-CPX-129185,1f13 a1 i1,1ggt a1 i1,27,3,0.0,0.0,0.0
PDB-CPX-129185,1f13 a1 i1,1ggu a1 i1,27,24,0.7586,0.7586,0.0
PDB-CPX-129185,1f13 a1 i1,1ggy a1 i1,27,26,0.7097,0.7097,0.0
PDB-CPX-129185,1f13 a1 i1,1qrk a1 i1,27,23,0.7241,0.6667,-0.0575
PDB-CPX-129185,1fie a1 i1,1ggt a1 i1,23,3,0.0,0.0,0.0
PDB-CPX-129185,1fie a1 i1,1ggu a1 i1,23,24,0.6786,0.6786,0.0
PDB-CPX-129185,1fie a1 i1,1ggy a1 i1,23,26,0.6897,0.5806,-0.109
PDB-CPX-129185,1fie a1 i1,1qrk a1 i1,23,23,0.7037,0.7692,0.0655
PDB-CPX-129185,1ggt a1 i1,1ggu a1 i1,3,24,0.0,0.0,0.0
PDB-CPX-129185,1ggt a1 i1,1ggy a1 i1,3,26,0.0,0.0,0.0
PDB-CPX-129185,1ggt a1 i1,1qrk a1 i1,3,23,0.0,0.0,0.0
PDB-CPX-129185,1ggu a1 i1,1ggy a1 i1,24,26,0.6129,0.6129,0.0
PDB-CPX-129185,1ggu a1 i1,1qrk a1 i1,24,23,0.6207,0.6207,0.0
PDB-CPX-129185,1ggy a1 i1,1qrk a1 i1,26,23,0.6333,0.75,0.1167
PDB-CPX-181521,6f91 a1 i1,6f91 a2 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a1 i1,6f91 a3 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a1 i1,6f91 a4 i1,17,19,0.8947,0.8947,0.0
PDB-CPX-181521,6f91 a1 i1,6f91 a5 i1,17,17,1.0,0.8889,-0.1111
PDB-CPX-181521,6f91 a1 i1,6f91 a6 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a1 i1,6f92 a1 i1,17,15,0.8824,0.8824,0.0
PDB-CPX-181521,6f91 a1 i1,6f92 a2 i1,17,16,0.9412,0.9412,0.0
PDB-CPX-181521,6f91 a2 i1,6f91 a3 i1,17,17,1.0,0.8889,-0.1111
PDB-CPX-181521,6f91 a2 i1,6f91 a4 i1,17,19,0.8947,0.8947,0.0
PDB-CPX-181521,6f91 a2 i1,6f91 a5 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a2 i1,6f91 a6 i1,17,17,1.0,0.8889,-0.1111
PDB-CPX-181521,6f91 a2 i1,6f92 a1 i1,17,15,0.8824,0.8824,0.0
PDB-CPX-181521,6f91 a2 i1,6f92 a2 i1,17,16,0.9412,0.9412,0.0
PDB-CPX-181521,6f91 a3 i1,6f91 a4 i1,17,19,0.8947,0.8947,0.0
PDB-CPX-181521,6f91 a3 i1,6f91 a5 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a3 i1,6f91 a6 i1,17,17,1.0,0.8889,-0.1111
PDB-CPX-181521,6f91 a3 i1,6f92 a1 i1,17,15,0.8824,0.8824,0.0
PDB-CPX-181521,6f91 a3 i1,6f92 a2 i1,17,16,0.9412,0.9412,0.0
PDB-CPX-181521,6f91 a4 i1,6f91 a5 i1,19,17,0.8947,0.8947,0.0
PDB-CPX-181521,6f91 a4 i1,6f91 a6 i1,19,17,0.8947,0.8947,0.0
PDB-CPX-181521,6f91 a4 i1,6f92 a1 i1,19,15,0.7895,0.7895,0.0
PDB-CPX-181521,6f91 a4 i1,6f92 a2 i1,19,16,0.8421,0.8421,0.0
PDB-CPX-181521,6f91 a5 i1,6f91 a6 i1,17,17,0.8889,1.0,0.1111
PDB-CPX-181521,6f91 a5 i1,6f92 a1 i1,17,15,0.8824,0.8824,0.0
PDB-CPX-181521,6f91 a5 i1,6f92 a2 i1,17,16,0.9412,0.9412,0.0
PDB-CPX-181521,6f91 a6 i1,6f92 a1 i1,17,15,0.8824,0.8824,0.0
PDB-CPX-181521,6f91 a6 i1,6f92 a2 i1,17,16,0.9412,0.9412,0.0
PDB-CPX-181521,6f92 a1 i1,6f92 a2 i1,15,16,0.9375,0.9375,0.0
PDB-CPX-150984,1fhi a1 i1,1fit a1 i1,16,19,0.4,0.4,0.0
PDB-CPX-150984,1fhi a1 i1,2fhi a1 i1,16,18,0.4167,0.4167,0.0
PDB-CPX-150984,1fhi a1 i1,2fit a1 i1,16,16,0.4545,0.4545,0.0
PDB-CPX-150984,1fhi a1 i1,3fit a1 i1,16,14,0.3636,0.3636,0.0
PDB-CPX-150984,1fhi a1 i1,4fit a1 i1,16,14,0.5,0.5,0.0
PDB-CPX-150984,1fhi a1 i1,5fit a1 i1,16,19,0.4,0.4,0.0
PDB-CPX-150984,1fhi a1 i1,6fit a1 i1,16,20,0.5,0.5,0.0
PDB-CPX-150984,1fhi a1 i1,7p8p a1 i1,16,18,0.3077,0.3077,0.0
PDB-CPX-150984,1fhi a1 i1,7p8p a2 i1,16,18,0.3077,0.3077,0.0
PDB-CPX-150984,1fit a1 i1,2fhi a1 i1,19,18,0.9474,0.9474,0.0
PDB-CPX-150984,1fit a1 i1,2fit a1 i1,19,16,0.6667,0.6667,0.0
PDB-CPX-150984,1fit a1 i1,3fit a1 i1,19,14,0.7368,0.7368,0.0
PDB-CPX-150984,1fit a1 i1,4fit a1 i1,19,14,0.7368,0.7368,0.0
PDB-CPX-150984,1fit a1 i1,5fit a1 i1,19,19,0.8095,0.8095,0.0
PDB-CPX-150984,1fit a1 i1,6fit a1 i1,19,20,0.6957,0.6957,0.0
PDB-CPX-150984,1fit a1 i1,7p8p a1 i1,19,18,0.7619,0.7619,0.0
PDB-CPX-150984,1fit a1 i1,7p8p a2 i1,19,18,0.85,0.85,0.0
PDB-CPX-150984,2fhi a1 i1,2fit a1 i1,18,16,0.7,0.7,0.0
PDB-CPX-150984,2fhi a1 i1,3fit a1 i1,18,14,0.7778,0.7778,0.0
PDB-CPX-150984,2fhi a1 i1,4fit a1 i1,18,14,0.7778,0.7778,0.0
PDB-CPX-150984,2fhi a1 i1,5fit a1 i1,18,19,0.7619,0.7619,0.0
PDB-CPX-150984,2fhi a1 i1,6fit a1 i1,18,20,0.7273,0.7273,0.0
PDB-CPX-150984,2fhi a1 i1,7p8p a1 i1,18,18,0.8,0.8,0.0
PDB-CPX-150984,2fhi a1 i1,7p8p a2 i1,18,18,0.8,0.8,0.0
PDB-CPX-150984,2fit a1 i1,3fit a1 i1,16,14,0.5,0.5,0.0
PDB-CPX-150984,2fit a1 i1,4fit a1 i1,16,14,0.875,0.875,0.0
PDB-CPX-150984,2fit a1 i1,5fit a1 i1,16,19,0.6667,0.6667,0.0
PDB-CPX-150984,2fit a1 i1,6fit a1 i1,16,20,0.5,0.5,0.0
PDB-CPX-150984,2fit a1 i1,7p8p a1 i1,16,18,0.5455,0.5455,0.0
PDB-CPX-150984,2fit a1 i1,7p8p a2 i1,16,18,0.5455,0.5455,0.0
PDB-CPX-150984,3fit a1 i1,4fit a1 i1,14,14,0.5556,0.5556,0.0
PDB-CPX-150984,3fit a1 i1,5fit a1 i1,14,19,0.7368,0.7368,0.0
